DROP,REGION,YEAR,WEEK
4285,1,2008,37
4286,2,2008,37
4287,3,2008,37
4288,4,2008,37
4289,5,2008,37
4290,6,2008,37
4291,7,2008,37
4292,8,2008,37
4293,0,2008,38
4294,1,2008,38
4295,2,2008,38
4296,3,2008,38
4297,4,2008,38
4298,5,2008,38
4299,6,2008,38
4300,7,2008,38
4301,8,2008,38
4302,0,2008,39
4303,1,2008,39
4304,2,2008,39
4305,3,2008,39
4306,4,2008,39
4307,5,2008,39
4308,6,2008,39
4309,7,2008,39
4310,8,2008,39
4311,0,2008,40
4312,1,2008,40
4313,2,2008,40
4314,3,2008,40
4315,4,2008,40
4316,5,2008,40
4317,6,2008,40
4318,7,2008,40
4319,8,2008,40
4320,0,2008,41
4321,1,2008,41
4322,2,2008,41
4323,3,2008,41
4324,4,2008,41
4325,5,2008,41
4326,6,2008,41
4327,7,2008,41
4328,8,2008,41
4329,0,2008,42
4330,1,2008,42
4331,2,2008,42
4332,3,2008,42
4333,4,2008,42
4334,5,2008,42
4335,6,2008,42
4336,7,2008,42
4337,8,2008,42
4338,0,2008,43
4339,1,2008,43
4340,2,2008,43
4341,3,2008,43
4342,4,2008,43
4343,5,2008,43
4344,6,2008,43
4345,7,2008,43
4346,8,2008,43
4347,0,2008,44
4348,1,2008,44
4349,2,2008,44
4350,3,2008,44
4351,4,2008,44
4352,5,2008,44
4353,6,2008,44
4354,7,2008,44
4355,8,2008,44
4356,0,2008,45
4357,1,2008,45
4358,2,2008,45
4359,3,2008,45
4360,4,2008,45
4361,5,2008,45
4362,6,2008,45
4363,7,2008,45
4364,8,2008,45
4365,0,2008,46
4366,1,2008,46
4367,2,2008,46
4368,3,2008,46
4369,4,2008,46
4370,5,2008,46
4371,6,2008,46
4372,7,2008,46
4373,8,2008,46
4374,0,2008,47
4375,1,2008,47
4376,2,2008,47
4377,3,2008,47
4378,4,2008,47
4379,5,2008,47
4380,6,2008,47
4381,7,2008,47
4382,8,2008,47
4383,0,2008,48
4384,1,2008,48
4385,2,2008,48
4386,3,2008,48
4387,4,2008,48
4388,5,2008,48
4389,6,2008,48
4390,7,2008,48
4391,8,2008,48
4392,0,2008,49
4393,1,2008,49
4394,2,2008,49
4395,3,2008,49
4396,4,2008,49
4397,5,2008,49
4398,6,2008,49
4399,7,2008,49
4400,8,2008,49
4401,0,2008,50
4402,1,2008,50
4403,2,2008,50
4404,3,2008,50
4405,4,2008,50
4406,5,2008,50
4407,6,2008,50
4408,7,2008,50
4409,8,2008,50
4410,0,2008,51
4411,1,2008,51
4412,2,2008,51
4413,3,2008,51
4414,4,2008,51
4415,5,2008,51
4416,6,2008,51
4417,7,2008,51
4418,8,2008,51
4419,0,2008,52
4420,1,2008,52
4421,2,2008,52
4422,3,2008,52
4423,4,2008,52
4424,5,2008,52
4425,6,2008,52
4426,7,2008,52
4427,8,2008,52
4428,0,2008,53
4429,1,2008,53
4430,2,2008,53
4431,3,2008,53
4432,4,2008,53
4433,5,2008,53
4434,6,2008,53
4435,7,2008,53
4436,8,2008,53
4437,0,2009,1
4438,1,2009,1
4439,2,2009,1
4440,3,2009,1
4441,4,2009,1
4442,5,2009,1
4443,6,2009,1
4444,7,2009,1
4445,8,2009,1
4446,0,2009,2
4447,1,2009,2
4448,2,2009,2
4449,3,2009,2
4450,4,2009,2
4451,5,2009,2
4452,6,2009,2
4453,7,2009,2
4454,8,2009,2
4455,0,2009,3
4456,1,2009,3
4457,2,2009,3
4458,3,2009,3
4459,4,2009,3
4460,5,2009,3
4461,6,2009,3
4462,7,2009,3
4463,8,2009,3
4464,0,2009,4
4465,1,2009,4
4466,2,2009,4
4467,3,2009,4
4468,4,2009,4
4469,5,2009,4
4470,6,2009,4
4471,7,2009,4
4472,8,2009,4
4473,0,2009,5
4474,1,2009,5
4475,2,2009,5
4476,3,2009,5
4477,4,2009,5
4478,5,2009,5
4479,6,2009,5
4480,7,2009,5
4481,8,2009,5
4482,0,2009,6
4483,1,2009,6
4484,2,2009,6
4485,3,2009,6
4486,4,2009,6
4487,5,2009,6
4488,6,2009,6
4489,7,2009,6
4490,8,2009,6
4491,0,2009,7
4492,1,2009,7
4493,2,2009,7
4494,3,2009,7
4495,4,2009,7
4496,5,2009,7
4497,6,2009,7
4498,7,2009,7
4499,8,2009,7
4500,0,2009,8
4501,1,2009,8
4502,2,2009,8
4503,3,2009,8
4504,4,2009,8
4505,5,2009,8
4506,6,2009,8
4507,7,2009,8
4508,8,2009,8
4509,0,2009,9
4510,1,2009,9
4511,2,2009,9
4512,3,2009,9
4513,4,2009,9
4514,5,2009,9
4515,6,2009,9
4516,7,2009,9
4517,8,2009,9
4518,0,2009,10
4519,1,2009,10
4520,2,2009,10
4521,3,2009,10
4522,4,2009,10
4523,5,2009,10
4524,6,2009,10
4525,7,2009,10
4526,8,2009,10
4527,0,2009,11
4528,1,2009,11
4529,2,2009,11
4530,3,2009,11
4531,4,2009,11
4532,5,2009,11
4533,6,2009,11
4534,7,2009,11
4535,8,2009,11
4536,0,2009,12
4537,1,2009,12
4538,2,2009,12
4539,3,2009,12
4540,4,2009,12
4541,5,2009,12
4542,6,2009,12
4543,7,2009,12
4544,8,2009,12
4545,0,2009,13
4546,1,2009,13
4547,2,2009,13
4548,3,2009,13
4549,4,2009,13
4550,5,2009,13
4551,6,2009,13
4552,7,2009,13
4553,8,2009,13
4554,0,2009,14
4555,1,2009,14
4556,2,2009,14
4557,3,2009,14
4558,4,2009,14
4559,5,2009,14
4560,6,2009,14
4561,7,2009,14
4562,8,2009,14
4563,0,2009,15
4564,1,2009,15
4565,2,2009,15
4566,3,2009,15
4567,4,2009,15
4568,5,2009,15
4569,6,2009,15
4570,7,2009,15
4571,8,2009,15
4572,0,2009,16
4573,1,2009,16
4574,2,2009,16
4575,3,2009,16
4576,4,2009,16
4577,5,2009,16
4578,6,2009,16
4579,7,2009,16
4580,8,2009,16
4581,0,2009,17
4582,1,2009,17
4583,2,2009,17
4584,3,2009,17
4585,4,2009,17
4586,5,2009,17
4587,6,2009,17
4588,7,2009,17
4589,8,2009,17
4590,0,2009,18
4591,1,2009,18
4592,2,2009,18
4593,3,2009,18
4594,4,2009,18
4595,5,2009,18
4596,6,2009,18
4597,7,2009,18
4598,8,2009,18
4599,0,2009,19
4600,1,2009,19
4601,2,2009,19
4602,3,2009,19
4603,4,2009,19
4604,5,2009,19
4605,6,2009,19
4606,7,2009,19
4607,8,2009,19
4608,0,2009,20
4609,1,2009,20
4610,2,2009,20
4611,3,2009,20
4612,4,2009,20
4613,5,2009,20
4614,6,2009,20
4615,7,2009,20
4616,8,2009,20
4617,0,2009,21
4618,1,2009,21
4619,2,2009,21
4620,3,2009,21
4621,4,2009,21
4622,5,2009,21
4623,6,2009,21
4624,7,2009,21
4625,8,2009,21
4626,0,2009,22
4627,1,2009,22
4628,2,2009,22
4629,3,2009,22
4630,4,2009,22
4631,5,2009,22
4632,6,2009,22
4633,7,2009,22
4634,8,2009,22
4635,0,2009,23
4636,1,2009,23
4637,2,2009,23
4638,3,2009,23
4639,4,2009,23
4640,5,2009,23
4641,6,2009,23
4642,7,2009,23
4643,8,2009,23
4644,0,2009,24
4645,1,2009,24
4646,2,2009,24
4647,3,2009,24
4648,4,2009,24
4649,5,2009,24
4650,6,2009,24
4651,7,2009,24
4652,8,2009,24
4653,0,2009,25
4654,1,2009,25
4655,2,2009,25
4656,3,2009,25
4657,4,2009,25
4658,5,2009,25
4659,6,2009,25
4660,7,2009,25
4661,8,2009,25
4662,0,2009,26
4663,1,2009,26
4664,2,2009,26
4665,3,2009,26
4666,4,2009,26
4667,5,2009,26
4668,6,2009,26
4669,7,2009,26
4670,8,2009,26
4671,0,2009,27
4672,1,2009,27
4673,2,2009,27
4674,3,2009,27
4675,4,2009,27
4676,5,2009,27
4677,6,2009,27
4678,7,2009,27
4679,8,2009,27
4680,0,2009,28
4681,1,2009,28
4682,2,2009,28
4683,3,2009,28
4684,4,2009,28
4685,5,2009,28
4686,6,2009,28
4687,7,2009,28
4688,8,2009,28
4689,0,2009,29
4690,1,2009,29
4691,2,2009,29
4692,3,2009,29
4693,4,2009,29
4694,5,2009,29
4695,6,2009,29
4696,7,2009,29
4697,8,2009,29
4698,0,2009,30
4699,1,2009,30
4700,2,2009,30
4701,3,2009,30
4702,4,2009,30
4703,5,2009,30
4704,6,2009,30
4705,7,2009,30
4706,8,2009,30
4707,0,2009,31
4708,1,2009,31
4709,2,2009,31
4710,3,2009,31
4711,4,2009,31
4712,5,2009,31
4713,6,2009,31
4714,7,2009,31
4715,8,2009,31
4716,0,2009,32
4717,1,2009,32
4718,2,2009,32
4719,3,2009,32
4720,4,2009,32
4721,5,2009,32
4722,6,2009,32
4723,7,2009,32
4724,8,2009,32
4725,0,2009,33
4726,1,2009,33
4727,2,2009,33
4728,3,2009,33
4729,4,2009,33
4730,5,2009,33
4731,6,2009,33
4732,7,2009,33
4733,8,2009,33
4734,0,2009,34
4735,1,2009,34
4736,2,2009,34
4737,3,2009,34
4738,4,2009,34
4739,5,2009,34
4740,6,2009,34
4741,7,2009,34
4742,8,2009,34
4743,0,2009,35
4744,1,2009,35
4745,2,2009,35
4746,3,2009,35
4747,4,2009,35
4748,5,2009,35
4749,6,2009,35
4750,7,2009,35
4751,8,2009,35
4752,0,2009,36
4753,1,2009,36
4754,2,2009,36
4755,3,2009,36
4756,4,2009,36
4757,5,2009,36
4758,6,2009,36
4759,7,2009,36
4760,8,2009,36
4761,0,2009,37
4762,1,2009,37
4763,2,2009,37
4764,3,2009,37
4765,4,2009,37
4766,5,2009,37
4767,6,2009,37
4768,7,2009,37
4769,8,2009,37
4770,0,2009,38
4771,1,2009,38
4772,2,2009,38
4773,3,2009,38
4774,4,2009,38
4775,5,2009,38
4776,6,2009,38
4777,7,2009,38
4778,8,2009,38
4779,0,2009,39
4780,1,2009,39
4781,2,2009,39
4782,3,2009,39
4783,4,2009,39
4784,5,2009,39
4785,6,2009,39
4786,7,2009,39
4787,8,2009,39
4788,0,2009,40
4789,1,2009,40
4790,2,2009,40
4791,3,2009,40
4792,4,2009,40
4793,5,2009,40
4794,6,2009,40
4795,7,2009,40
4796,8,2009,40
4797,0,2009,41
4798,1,2009,41
4799,2,2009,41
4800,3,2009,41
4801,4,2009,41
4802,5,2009,41
4803,6,2009,41
4804,7,2009,41
4805,8,2009,41
4806,0,2009,42
4807,1,2009,42
4808,2,2009,42
4809,3,2009,42
4810,4,2009,42
4811,5,2009,42
4812,6,2009,42
4813,7,2009,42
4814,8,2009,42
4815,0,2009,43
4816,1,2009,43
4817,2,2009,43
4818,3,2009,43
4819,4,2009,43
4820,5,2009,43
4821,6,2009,43
4822,7,2009,43
4823,8,2009,43
4824,0,2009,44
4825,1,2009,44
4826,2,2009,44
4827,3,2009,44
4828,4,2009,44
4829,5,2009,44
4830,6,2009,44
4831,7,2009,44
4832,8,2009,44
4833,0,2009,45
4834,1,2009,45
4835,2,2009,45
4836,3,2009,45
4837,4,2009,45
4838,5,2009,45
4839,6,2009,45
4840,7,2009,45
4841,8,2009,45
4842,0,2009,46
4843,1,2009,46
4844,2,2009,46
4845,3,2009,46
4846,4,2009,46
4847,5,2009,46
4848,6,2009,46
4849,7,2009,46
4850,8,2009,46
4851,0,2009,47
4852,1,2009,47
4853,2,2009,47
4854,3,2009,47
4855,4,2009,47
4856,5,2009,47
4857,6,2009,47
4858,7,2009,47
4859,8,2009,47
